Date,Price,Open,High,Low,Vol.,Change %
"Jan 28, 2018",1376.90,"1,390.70","1,390.70","1,383.50",0.36K,-1.47%
"Jan 21, 2018",1397.40,"1,409.00","1,410.30","1,408.70",0.42K,1.50%
"Jan 14, 2018",1376.80,"1,378.70","1,378.70","1,378.70",0.08K,-0.01%
"Jan 07, 2018",1376.90,"1,358.20","1,369.60","1,352.00",0.28K,1.09%
"Dec 31, 2017",1362.10,"1,353.20","1,365.30","1,352.70",0.12K,1.09%
"Dec 24, 2017",1347.40,"1,320.50","1,347.50","1,320.50",0.19K,2.39%
"Dec 17, 2017",1315.90,"1,297.50","1,317.00","1,297.50",0.14K,1.70%
"Dec 10, 2017",1293.90,"1,286.70","1,294.80","1,286.30",0.13K,0.71%
"Dec 03, 2017",1284.80,"1,293.20","1,293.20","1,286.00",0.10K,-2.63%
"Nov 26, 2017",1319.50,"1,319.50","1,319.50","1,319.50",0.10K,-0.66%
"Nov 19, 2017",1328.30,"1,333.70","1,333.70","1,333.70",0.01K,-0.59%
"Nov 12, 2017",1336.20,"1,336.20","1,336.20","1,336.20",0.06K,1.73%
"Nov 05, 2017",1313.50,"1,313.50","1,313.50","1,313.50",0.03K,0.52%
"Oct 29, 2017",1306.70,"1,306.70","1,306.70","1,306.70",0.07K,-0.17%
"Oct 22, 2017",1308.90,"1,308.90","1,308.90","1,308.90",0.01K,-0.64%
"Oct 15, 2017",1317.30,"1,341.00","1,341.90","1,341.00",0.01K,-1.83%
"Oct 08, 2017",1341.80,"1,341.80","1,341.80","1,341.80",0.15K,2.32%
"Oct 01, 2017",1311.40,"1,311.40","1,311.40","1,311.40",0.03K,-0.72%
"Sep 24, 2017",1320.90,"1,325.70","1,325.70","1,318.00",0.01K,-0.91%
"Sep 17, 2017",1333.00,"1,350.40","1,350.40","1,350.40",0.01K,-2.04%
"Sep 10, 2017",1360.70,"1,357.60","1,364.30","1,357.60",0.61K,-1.77%
"Sep 03, 2017",1385.20,"1,366.00","1,391.10","1,366.00",0.06K,1.64%
"Aug 27, 2017",1362.90,"1,351.50","1,351.50","1,351.50",0.21K,2.43%
"Aug 20, 2017",1330.60,"1,330.60","1,330.60","1,330.60",1.20K,0.47%
"Aug 13, 2017",1324.40,"1,332.30","1,333.60","1,332.30",0.00K,-0.17%
"Aug 06, 2017",1326.70,"1,326.70","1,326.70","1,326.70",2.14K,2.29%
"Jul 30, 2017",1297.00,"1,309.00","1,309.00","1,309.00",0.00K,-0.82%
"Jul 23, 2017",1307.70,"1,307.70","1,307.70","1,307.70",64.21K,1.13%
"Jul 16, 2017",1293.10,"1,293.10","1,293.10","1,293.10",0.06K,2.14%
"Jul 09, 2017",1266.00,"1,266.00","1,266.00","1,266.00",0.08K,1.31%
"Jul 02, 2017",1249.60,"1,279.40","1,280.00","1,254.20",0.00K,-2.47%
"Jun 25, 2017",1281.20,"1,281.20","1,281.20","1,281.20",0.90K,-1.06%
"Jun 18, 2017",1294.90,"1,290.00","1,290.00","1,290.00",0.10K,0.00%
"Jun 11, 2017",1294.90,"1,294.90","1,294.90","1,294.90",1.52K,-1.16%
"Jun 04, 2017",1310.10,"1,315.00","1,315.00","1,315.00",0.00K,-0.69%
"May 28, 2017",1319.20,"1,308.90","1,308.90","1,308.90",0.00K,0.67%
"May 21, 2017",1310.40,"1,310.40","1,310.40","1,310.40",0.06K,1.15%
"May 14, 2017",1295.50,"1,295.50","1,295.50","1,295.50",0.05K,1.94%
"May 07, 2017",1270.80,"1,270.80","1,270.80","1,270.80",0.16K,0.00%
"Apr 30, 2017",1270.80,"1,290.10","1,290.10","1,290.10",0.00K,-3.14%
"Apr 23, 2017",1312.00,"1,312.00","1,312.00","1,312.00",1.36K,-1.49%
"Apr 16, 2017",1331.90,"1,331.90","1,331.90","1,331.90",1.26K,0.02%
"Apr 09, 2017",1331.60,"1,331.60","1,331.60","1,331.60",1.99K,2.31%
"Apr 02, 2017",1301.50,"1,301.50","1,301.50","1,301.50",0.10K,0.49%
"Mar 26, 2017",1295.10,"1,295.10","1,295.10","1,295.10",0.07K,-0.05%
"Mar 19, 2017",1295.70,"1,295.70","1,295.70","1,295.70",0.02K,1.34%
"Mar 12, 2017",1278.60,"1,265.20","1,265.20","1,265.20",0.07K,2.34%
"Mar 05, 2017",1249.40,"1,249.40","1,249.40","1,249.40",0.08K,-1.95%
"Feb 26, 2017",1274.20,"1,274.20","1,274.20","1,274.20",1.60K,-2.27%
"Feb 19, 2017",1303.80,"1,303.80","1,303.80","1,303.80",0.36K,1.45%
"Feb 12, 2017",1285.20,"1,285.20","1,285.20","1,285.20",0.10K,0.40%
"Feb 05, 2017",1280.10,"1,280.10","1,280.10","1,280.10",0.26K,1.03%
"Jan 29, 2017",1267.10,"1,268.70","1,268.70","1,268.70",0.00K,2.44%
"Jan 22, 2017",1236.90,"1,236.90","1,236.90","1,236.90",0.48K,-1.36%
"Jan 15, 2017",1254.00,"1,254.00","1,254.00","1,254.00",0.26K,0.67%
"Jan 08, 2017",1245.60,"1,245.60","1,245.60","1,245.60",0.27K,2.06%
"Jan 01, 2017",1220.50,"1,220.50","1,220.50","1,220.50",0.60K,1.75%
"Dec 25, 2016",1199.50,"1,199.50","1,199.50","1,199.50",1.26K,1.50%
"Dec 18, 2016",1181.80,"1,181.80","1,181.80","1,181.80",0.52K,-0.35%
"Dec 11, 2016",1185.90,"1,185.90","1,185.90","1,185.90",1.85K,-1.64%
"Dec 04, 2016",1205.70,"1,205.70","1,205.70","1,205.70",1.88K,-1.02%
"Nov 27, 2016",1218.10,"1,229.60","1,229.60","1,229.60",0.00K,-0.25%
"Nov 20, 2016",1221.20,"1,230.00","1,230.00","1,230.00",0.00K,-2.47%
"Nov 13, 2016",1252.10,"1,252.10","1,252.10","1,252.10",2.05K,-0.84%
"Nov 06, 2016",1262.70,"1,262.70","1,262.70","1,262.70",0.85K,-6.17%
"Oct 30, 2016",1345.70,"1,345.70","1,345.70","1,345.70",0.22K,2.24%
"Oct 23, 2016",1316.20,"1,316.20","1,316.20","1,316.20",1.01K,0.75%
"Oct 16, 2016",1306.40,"1,306.40","1,306.40","1,306.40",0.91K,1.00%
"Oct 09, 2016",1293.50,"1,293.50","1,293.50","1,293.50",0.81K,0.46%
"Oct 02, 2016",1287.60,"1,287.60","1,287.60","1,287.60",2.72K,-4.87%
"Sep 25, 2016",1353.50,"1,353.50","1,353.50","1,353.50",7.15K,-1.74%
"Sep 18, 2016",1377.40,"1,363.50","1,363.50","1,363.50",0.00K,2.29%
"Sep 11, 2016",1346.60,"1,346.60","1,346.60","1,346.60",0.37K,-1.82%
"Sep 04, 2016",1371.50,"1,371.50","1,371.50","1,371.50",0.13K,0.60%
"Aug 28, 2016",1363.30,"1,363.30","1,363.30","1,363.30",1.24K,0.07%
"Aug 21, 2016",1362.30,"1,362.30","1,362.30","1,362.30",1.13K,-1.79%
"Aug 14, 2016",1387.10,"1,387.10","1,387.10","1,387.10",0.87K,0.09%
"Aug 07, 2016",1385.90,"1,385.90","1,385.90","1,385.90",2.10K,-0.08%
"Jul 31, 2016",1387.00,"1,387.00","1,387.00","1,387.00",6.40K,-0.59%
"Jul 24, 2016",1395.20,"1,395.20","1,395.20","1,395.20",63.60K,2.11%
"Jul 17, 2016",1366.40,"1,366.40","1,366.40","1,366.40",1.50K,-0.12%
"Jul 10, 2016",1368.10,"1,368.10","1,368.10","1,368.10",0.00K,-2.04%
"Jul 03, 2016",1396.60,"1,396.60","1,396.60","1,396.60",0.68K,1.40%
"Jun 26, 2016",1377.30,"1,377.30","1,377.30","1,377.30",1.22K,1.29%
"Jun 19, 2016",1359.80,"1,359.80","1,359.80","1,359.80",1.25K,2.30%
"Jun 12, 2016",1329.20,"1,329.20","1,329.20","1,329.20",1.42K,1.38%
"Jun 05, 2016",1311.10,"1,311.10","1,311.10","1,311.10",2.60K,2.59%
"May 29, 2016",1278.00,"1,278.00","1,278.00","1,278.00",12.40K,2.16%
"May 22, 2016",1251.00,"1,251.00","1,251.00","1,251.00",63.82K,-2.98%
"May 15, 2016",1289.40,"1,289.40","1,289.40","1,289.40",0.19K,-1.08%
"May 08, 2016",1303.50,"1,303.50","1,303.50","1,303.50",0.58K,-1.56%
"May 01, 2016",1324.10,"1,324.10","1,324.10","1,324.10",1.09K,0.17%
"Apr 24, 2016",1321.90,"1,321.90","1,321.90","1,321.90",1.93K,4.92%
"Apr 17, 2016",1259.90,"1,259.90","1,259.90","1,259.90",0.20K,-0.13%
"Apr 10, 2016",1261.50,"1,261.50","1,261.50","1,261.50",1.19K,-0.61%
"Apr 03, 2016",1269.20,"1,269.20","1,269.20","1,269.20",3.55K,1.57%
"Mar 27, 2016",1249.60,"1,249.60","1,249.60","1,249.60",53.30K,-0.22%
"Mar 20, 2016",1252.30,"1,252.30","1,252.30","1,252.30",1.12K,-2.31%
"Mar 13, 2016",1281.90,"1,281.90","1,281.90","1,281.90",0.15K,-0.54%
"Mar 06, 2016",1288.80,"1,288.80","1,288.80","1,288.80",0.40K,-0.59%
"Feb 28, 2016",1296.40,"1,296.40","1,296.40","1,296.40",0.00K,4.51%
"Feb 21, 2016",1240.50,"1,240.50","1,240.50","1,240.50",0.30K,-0.72%
"Feb 14, 2016",1249.50,"1,249.50","1,249.50","1,249.50",0.87K,-0.36%
"Feb 07, 2016",1254.00,"1,254.00","1,254.00","1,254.00",3.55K,6.42%
"Jan 31, 2016",1178.40,"1,178.40","1,178.40","1,178.40",6.19K,3.37%
"Jan 24, 2016",1140.00,"1,140.00","1,140.00","1,140.00",60.01K,1.71%
"Jan 17, 2016",1120.80,"1,120.80","1,120.80","1,120.80",0.07K,0.46%
"Jan 10, 2016",1115.70,"1,115.70","1,115.70","1,115.70",0.28K,-1.13%
"Jan 03, 2016",1128.50,"1,128.50","1,128.50","1,128.50",0.50K,2.98%
"Dec 27, 2015",1095.80,"1,095.80","1,095.80","1,095.80",0.01K,-1.34%
"Dec 20, 2015",1110.70,"1,110.70","1,110.70","1,110.70",0.00K,1.15%
"Dec 13, 2015",1098.10,"1,098.10","1,098.10","1,098.10",1.12K,-0.95%
"Dec 06, 2015",1108.60,"1,108.60","1,108.60","1,108.60",1.98K,-0.81%
"Nov 29, 2015",1117.60,"1,117.60","1,117.60","1,117.60",10.60K,2.64%
"Nov 22, 2015",1088.90,"1,088.90","1,088.90","1,088.90",52.47K,-1.71%
"Nov 15, 2015",1107.80,"1,107.80","1,107.80","1,107.80",0.04K,-0.64%
"Nov 08, 2015",1114.90,"1,114.90","1,114.90","1,114.90",0.07K,-0.60%
"Nov 01, 2015",1121.60,"1,121.60","1,121.60","1,121.60",0.67K,-4.13%
"Oct 25, 2015",1169.90,"1,169.90","1,169.90","1,169.90",0.00K,-1.90%
"Oct 18, 2015",1192.50,"1,192.50","1,192.50","1,192.50",0.21K,-1.80%
"Oct 11, 2015",1214.40,"1,214.40","1,214.40","1,214.40",0.70K,2.13%
"Oct 04, 2015",1189.10,"1,189.10","1,189.10","1,189.10",0.64K,1.63%
"Sep 27, 2015",1170.00,"1,170.00","1,170.00","1,170.00",4.79K,-1.12%
"Sep 20, 2015",1183.30,"1,183.30","1,183.30","1,183.30",0.20K,0.54%
"Sep 13, 2015",1177.00,"1,177.00","1,177.00","1,177.00",0.13K,2.94%
"Sep 06, 2015",1143.40,"1,143.40","1,143.40","1,143.40",0.25K,-1.60%
"Aug 30, 2015",1162.00,"1,162.00","1,162.00","1,162.00",0.94K,-1.44%
"Aug 23, 2015",1179.00,"1,179.00","1,179.00","1,179.00",1.04K,-2.35%
"Aug 16, 2015",1207.40,"1,207.40","1,207.40","1,207.40",1.89K,3.85%
"Aug 09, 2015",1162.60,"1,162.60","1,162.60","1,162.60",4.04K,1.49%
"Aug 02, 2015",1145.50,"1,145.50","1,145.50","1,145.50",5.65K,0.17%
"Jul 26, 2015",1143.50,"1,143.50","1,143.50","1,143.50",55.05K,0.40%
"Jul 19, 2015",1138.90,"1,138.90","1,138.90","1,138.90",0.47K,-4.22%
"Jul 12, 2015",1189.10,"1,189.10","1,189.10","1,189.10",0.20K,-2.15%
"Jul 05, 2015",1215.20,"1,215.20","1,215.20","1,215.20",1.26K,-0.42%
"Jun 28, 2015",1220.30,"1,220.30","1,220.30","1,220.30",1.17K,-0.95%
"Jun 21, 2015",1232.00,"1,232.00","1,232.00","1,232.00",0.48K,-2.08%
"Jun 14, 2015",1258.20,"1,258.20","1,258.20","1,258.20",0.57K,1.53%
"Jun 07, 2015",1239.30,"1,239.30","1,239.30","1,239.30",0.82K,1.11%
"May 31, 2015",1225.70,"1,225.70","1,225.70","1,225.70",3.71K,-1.22%
"May 24, 2015",1240.80,"1,240.80","1,240.80","1,240.80",57.52K,-1.34%
"May 17, 2015",1257.60,"1,257.60","1,257.60","1,257.60",0.08K,-1.49%
"May 10, 2015",1276.60,"1,276.60","1,276.60","1,276.60",0.12K,2.94%
"May 03, 2015",1240.20,"1,240.20","1,240.20","1,240.20",0.20K,1.25%
"Apr 26, 2015",1224.90,"1,224.90","1,224.90","1,224.90",0.49K,0.39%
"Apr 19, 2015",1220.10,"1,220.10","1,220.10","1,220.10",0.58K,-2.25%
"Apr 12, 2015",1248.20,"1,248.20","1,248.20","1,248.20",1.39K,-0.37%
"Apr 05, 2015",1252.80,"1,252.80","1,252.80","1,252.80",1.71K,0.42%
"Mar 29, 2015",1247.50,"1,247.50","1,247.50","1,247.50",44.72K,-0.24%
"Mar 22, 2015",1250.50,"1,250.50","1,250.50","1,250.50",0.50K,1.37%
"Mar 15, 2015",1233.60,"1,233.60","1,233.60","1,233.60",0.33K,2.21%
"Mar 08, 2015",1206.90,"1,206.90","1,206.90","1,206.90",0.32K,-1.30%
"Mar 01, 2015",1222.80,"1,222.80","1,222.80","1,222.80",0.40K,-3.53%
"Feb 22, 2015",1267.60,"1,267.60","1,267.60","1,267.60",1.20K,0.54%
"Feb 15, 2015",1260.80,"1,260.80","1,260.80","1,260.80",0.47K,-1.79%
"Feb 08, 2015",1283.80,"1,283.80","1,283.80","1,283.80",0.82K,-0.53%
"Feb 01, 2015",1290.60,"1,290.60","1,290.60","1,290.60",5.27K,-2.63%
"Jan 25, 2015",1325.40,"1,325.40","1,325.40","1,325.40",76.69K,-1.46%
"Jan 18, 2015",1345.00,"1,345.00","1,345.00","1,345.00",0.39K,1.59%
"Jan 11, 2015",1324.00,"1,324.00","1,324.00","1,324.00",0.32K,3.89%
"Jan 04, 2015",1274.40,"1,274.40","1,274.40","1,274.40",0.73K,1.66%
"Dec 28, 2014",1253.60,"1,253.60","1,253.60","1,253.60",0.48K,-0.81%
"Dec 21, 2014",1263.90,"1,263.90","1,263.90","1,263.90",0.60K,0.17%
"Dec 14, 2014",1261.80,"1,261.80","1,261.80","1,261.80",0.69K,-2.16%
"Dec 07, 2014",1289.60,"1,289.60","1,289.60","1,289.60",1.27K,1.99%
"Nov 30, 2014",1264.40,"1,264.40","1,264.40","1,264.40",8.12K,1.57%
"Nov 23, 2014",1244.80,"1,244.80","1,244.80","1,244.80",86.49K,-1.95%
"Nov 16, 2014",1269.50,"1,269.50","1,269.50","1,269.50",0.07K,0.84%
"Nov 09, 2014",1258.90,"1,258.90","1,258.90","1,258.90",1.61K,1.19%
"Nov 02, 2014",1244.10,"1,244.10","1,244.10","1,244.10",0.49K,-0.35%
"Oct 26, 2014",1248.50,"1,248.50","1,248.50","1,248.50",1.11K,-4.52%
"Oct 19, 2014",1307.60,"1,307.60","1,307.60","1,307.60",0.23K,-0.27%
"Oct 12, 2014",1311.10,"1,311.10","1,311.10","1,311.10",0.00K,0.45%
"Oct 05, 2014",1305.20,"1,305.20","1,305.20","1,305.20",0.90K,1.12%
"Sep 28, 2014",1290.80,"1,290.80","1,290.80","1,290.80",7.88K,-1.79%
"Sep 21, 2014",1314.30,"1,314.30","1,314.30","1,314.30",0.03K,-0.21%
"Sep 14, 2014",1317.00,"1,317.00","1,317.00","1,317.00",0.04K,-1.10%
"Sep 07, 2014",1331.70,"1,331.70","1,331.70","1,331.70",0.14K,-2.59%
"Aug 31, 2014",1367.10,"1,367.10","1,367.10","1,367.10",0.97K,-1.26%
"Aug 24, 2014",1384.50,"1,384.50","1,384.50","1,384.50",0.00K,0.47%
"Aug 17, 2014",1378.00,"1,378.00","1,378.00","1,378.00",0.96K,-1.80%
"Aug 10, 2014",1403.30,"1,403.30","1,403.30","1,403.30",1.39K,-0.46%
"Aug 03, 2014",1409.80,"1,409.80","1,409.80","1,409.80",3.26K,1.06%
"Jul 27, 2014",1395.00,"1,395.00","1,395.00","1,395.00",43.94K,-0.66%
"Jul 20, 2014",1404.20,"1,404.20","1,404.20","1,404.20",0.03K,-0.31%
"Jul 13, 2014",1408.60,"1,408.60","1,408.60","1,408.60",0.55K,-1.96%
"Jul 06, 2014",1436.80,"1,436.80","1,436.80","1,436.80",0.26K,1.22%
"Jun 29, 2014",1419.50,"1,419.50","1,419.50","1,419.50",1.06K,0.06%
"Jun 22, 2014",1418.60,"1,418.60","1,418.60","1,418.60",1.87K,-0.04%
"Jun 15, 2014",1419.10,"1,419.10","1,419.10","1,419.10",2.15K,3.17%
"Jun 08, 2014",1375.50,"1,375.50","1,375.50","1,375.50",1.51K,1.78%
"Jun 01, 2014",1351.50,"1,351.50","1,351.50","1,351.50",3.73K,0.65%
"May 25, 2014",1342.80,"1,342.80","1,342.80","1,342.80",41.91K,-3.60%
"May 18, 2014",1393.00,"1,393.00","1,393.00","1,393.00",0.06K,-0.23%
"May 11, 2014",1396.20,"1,396.20","1,396.20","1,396.20",0.50K,0.04%
"May 04, 2014",1395.70,"1,395.70","1,395.70","1,395.70",0.13K,-1.11%
"Apr 27, 2014",1411.40,"1,411.40","1,411.40","1,411.40",1.26K,-0.10%
"Apr 20, 2014",1412.80,"1,412.80","1,412.80","1,412.80",0.50K,0.10%
"Apr 13, 2014",1411.40,"1,411.40","1,411.40","1,411.40",0.87K,-1.55%
"Apr 06, 2014",1433.60,"1,433.60","1,433.60","1,433.60",1.02K,0.49%
"Mar 30, 2014",1426.60,"1,426.60","1,426.60","1,426.60",7.86K,0.52%
"Mar 23, 2014",1419.20,"1,419.20","1,419.20","1,419.20",65.64K,-3.25%
"Mar 16, 2014",1466.90,"1,466.90","1,466.90","1,466.90",0.20K,-2.58%
"Mar 09, 2014",1505.80,"1,505.80","1,505.80","1,505.80",0.32K,2.57%
"Mar 02, 2014",1468.00,"1,468.00","1,468.00","1,468.00",0.50K,1.49%
"Feb 23, 2014",1446.40,"1,446.40","1,446.40","1,446.40",1.05K,-0.10%
"Feb 16, 2014",1447.80,"1,447.80","1,447.80","1,447.80",0.85K,0.31%
"Feb 09, 2014",1443.30,"1,443.30","1,443.30","1,443.30",2.63K,4.06%
"Feb 02, 2014",1387.00,"1,387.00","1,387.00","1,387.00",6.99K,1.23%
"Jan 26, 2014",1370.20,"1,370.20","1,370.20","1,370.20",51.21K,-1.94%
"Jan 19, 2014",1397.30,"1,397.30","1,397.30","1,397.30",0.36K,0.66%
"Jan 12, 2014",1388.10,"1,388.10","1,388.10","1,388.10",0.30K,0.27%
"Jan 05, 2014",1384.40,"1,384.40","1,384.40","1,384.40",0.45K,0.57%
"Dec 29, 2013",1376.50,"1,376.50","1,376.50","1,376.50",0.83K,1.93%
"Dec 22, 2013",1350.40,"1,350.40","1,350.40","1,350.40",0.73K,1.06%
"Dec 15, 2013",1336.30,"1,336.30","1,336.30","1,356.40",0.71K,-2.15%
"Dec 08, 2013",1365.70,"1,365.70","1,365.70","1,365.70",2.44K,0.55%
"Dec 01, 2013",1358.20,"1,358.20","1,358.20","1,358.20",10.21K,-1.38%
"Nov 24, 2013",1377.20,"1,377.20","1,377.20","1,377.20",91.55K,0.50%
"Nov 17, 2013",1370.30,"1,370.30","1,370.30","1,370.30",0.31K,-3.29%
"Nov 10, 2013",1416.90,"1,416.90","1,416.90","1,416.90",0.07K,-0.16%
"Nov 03, 2013",1419.20,"1,419.20","1,419.20","1,419.20",0.30K,-1.77%
"Oct 27, 2013",1444.70,"1,444.70","1,444.70","1,444.70",0.16K,-2.79%
"Oct 20, 2013",1486.20,"1,486.20","1,486.20","1,486.20",0.13K,1.46%
"Oct 13, 2013",1464.80,"1,464.80","1,464.80","1,464.80",0.49K,3.16%
"Oct 06, 2013",1419.90,"1,419.90","1,419.90","1,419.90",0.58K,-3.15%
"Sep 29, 2013",1466.10,"1,466.10","1,466.10","1,466.10",1.82K,-2.08%
"Sep 22, 2013",1497.30,"1,497.30","1,497.30","1,497.30",3.19K,-0.03%
"Sep 15, 2013",1497.70,"1,497.70","1,497.70","1,497.70",0.20K,0.81%
"Sep 08, 2013",1485.70,"1,485.70","1,485.70","1,485.70",0.28K,-5.45%
"Sep 01, 2013",1571.40,"1,571.40","1,571.40","1,571.40",0.33K,-0.10%
"Aug 25, 2013",1573.00,"1,573.00","1,573.00","1,573.00",1.09K,-0.17%
"Aug 18, 2013",1575.60,"1,575.60","1,575.60","1,575.60",0.63K,2.34%
"Aug 11, 2013",1539.50,"1,539.50","1,539.50","1,539.50",1.26K,5.06%
"Aug 04, 2013",1465.40,"1,465.40","1,465.40","1,465.40",4.14K,0.16%
"Jul 28, 2013",1463.00,"1,463.00","1,463.00","1,463.00",54.04K,-0.59%
"Jul 21, 2013",1471.70,"1,471.70","1,471.70","1,471.70",0.19K,2.18%
"Jul 14, 2013",1440.30,"1,440.30","1,440.30","1,440.30",0.08K,0.47%
"Jul 07, 2013",1433.60,"1,433.60","1,433.60","1,433.60",0.17K,4.32%
"Jun 30, 2013",1374.20,"1,374.20","1,374.20","1,374.20",0.35K,-0.05%
"Jun 23, 2013",1374.90,"1,374.90","1,374.90","1,374.90",2.41K,6.45%
"Jun 16, 2013",1291.60,"1,390.30","1,390.50","1,268.90",1.83K,-6.90%
"Jun 09, 2013",1387.30,"1,378.80","1,393.50","1,366.00",1.91K,0.31%
"Jun 02, 2013",1383.00,"1,389.10","1,422.70","1,377.90",5.98K,-0.69%
"May 26, 2013",1392.60,"1,380.80","1,421.10","1,379.80",51.19K,0.42%
"May 19, 2013",1386.80,"1,342.90","1,395.70","1,342.90",0.15K,1.60%
"May 12, 2013",1364.90,"1,440.00","1,444.40","1,359.10",0.87K,-5.00%
"May 05, 2013",1436.80,"1,468.10","1,477.20","1,423.00",0.80K,-1.88%
"Apr 28, 2013",1464.30,"1,462.70","1,487.10","1,440.00",1.25K,0.74%
"Apr 21, 2013",1453.60,"1,406.80","1,480.00","1,405.80",1.39K,4.18%
"Apr 14, 2013",1395.30,"1,478.20","1,487.40","1,323.00",2.32K,-7.04%
"Apr 07, 2013",1501.00,"1,575.80","1,589.30","1,480.20",2.63K,-4.72%
"Mar 31, 2013",1575.40,"1,596.80","1,602.60","1,539.10",7.16K,-1.22%
"Mar 24, 2013",1594.80,"1,607.10","1,608.10","1,590.30",55.20K,-0.71%
"Mar 17, 2013",1606.20,"1,605.90","1,613.10","1,601.60",0.93K,0.86%
"Mar 10, 2013",1592.50,"1,576.00","1,596.00","1,575.70",1.82K,1.01%
"Mar 03, 2013",1576.60,"1,580.80","1,585.50","1,561.80",0.36K,0.30%
"Feb 24, 2013",1571.90,"1,579.40","1,612.80","1,566.00",1.17K,-0.03%
"Feb 17, 2013",1572.40,"1,610.00","1,617.00","1,554.50",2.65K,-2.26%
"Feb 10, 2013",1608.80,"1,666.50","1,668.00","1,599.50",1.87K,-3.43%
"Feb 03, 2013",1666.00,"1,668.00","1,683.40","1,661.60",1.94K,-0.20%
"Jan 27, 2013",1669.40,"1,651.60","1,683.20","1,651.60",54.29K,0.78%
"Jan 20, 2013",1656.40,"1,690.30","1,694.70","1,657.20",0.10K,-1.79%
"Jan 13, 2013",1686.60,"1,665.40","1,694.60","1,664.10",0.14K,1.60%
"Jan 06, 2013",1660.00,"1,656.50","1,673.80","1,643.80",0.23K,0.72%
"Dec 30, 2012",1648.10,"1,655.40","1,693.80","1,625.70",0.46K,-0.41%
"Dec 23, 2012",1654.90,"1,657.70","1,666.70","1,653.70",0.55K,-0.25%
"Dec 16, 2012",1659.10,"1,690.50","1,702.80","1,635.80",0.88K,-2.16%
"Dec 09, 2012",1695.80,"1,704.20","1,722.30","1,689.90",0.68K,-0.48%
"Dec 02, 2012",1704.00,"1,714.90","1,721.90","1,684.00",4.62K,-0.40%
"Nov 25, 2012",1710.90,"1,750.30","1,750.50","1,708.40",69.33K,-2.31%
"Nov 18, 2012",1751.30,"1,721.80","1,735.00","1,721.80",0.06K,2.16%
"Nov 11, 2012",1714.30,"1,733.20","1,734.90","1,706.30",0.06K,-0.92%
"Nov 04, 2012",1730.30,"1,682.80","1,734.10","1,674.30",0.14K,3.36%
"Oct 28, 2012",1674.10,"1,712.00","1,725.10","1,674.30",0.52K,-2.15%
"Oct 21, 2012",1710.90,"1,715.00","1,728.50","1,698.60",0.22K,-0.69%
"Oct 14, 2012",1722.80,"1,750.00","1,750.70","1,721.00",0.26K,-2.00%
"Oct 07, 2012",1758.00,"1,778.00","1,778.00","1,753.60",0.20K,-1.16%
"Sep 30, 2012",1778.60,"1,766.00","1,794.80","1,763.30",1.50K,0.42%
"Sep 23, 2012",1771.10,"1,772.60","1,782.20","1,737.60",9.85K,-0.25%
"Sep 16, 2012",1775.50,"1,774.80","1,785.30","1,753.80",0.12K,0.32%
"Sep 09, 2012",1769.80,"1,733.10","1,774.50","1,727.20",0.09K,1.86%
"Sep 02, 2012",1737.50,"1,689.10","1,738.20","1,687.70",0.27K,3.14%
"Aug 26, 2012",1684.60,"1,674.90","1,690.00","1,646.20",0.61K,0.89%
"Aug 19, 2012",1669.80,"1,614.00","1,672.70","1,611.60",0.53K,3.31%
"Aug 12, 2012",1616.30,"1,622.00","1,623.70","1,591.20",2.04K,-0.21%
"Aug 05, 2012",1619.70,"1,604.70","1,624.10","1,603.00",3.10K,0.85%
"Jul 29, 2012",1606.00,"1,622.90","1,627.50","1,583.10",64.31K,-0.74%
"Jul 22, 2012",1617.90,"1,571.70","1,614.90","1,569.80",0.09K,2.24%
"Jul 15, 2012",1582.50,"1,586.20","1,596.00","1,569.90",0.13K,-0.57%
"Jul 08, 2012",1591.60,"1,582.10","1,599.80","1,557.20",0.10K,0.84%
"Jul 01, 2012",1578.40,"1,597.10","1,624.00","1,587.00",0.12K,-1.57%
"Jun 24, 2012",1603.50,"1,574.90","1,600.40","1,548.40",0.38K,2.39%
"Jun 17, 2012",1566.00,"1,622.60","1,630.70","1,560.00",0.46K,-3.75%
"Jun 10, 2012",1627.00,"1,608.00","1,630.00","1,583.00",2.82K,2.32%
"Jun 03, 2012",1590.10,"1,623.00","1,639.70","1,566.50",4.51K,-1.88%
"May 27, 2012",1620.50,"1,574.70","1,630.00","1,530.40",88.61K,3.30%
"May 20, 2012",1568.80,"1,591.90","1,594.10","1,534.40",0.10K,-1.43%
"May 13, 2012",1591.60,"1,563.00","1,590.80","1,528.50",0.14K,0.51%
"May 06, 2012",1583.60,"1,637.90","1,640.00","1,586.10",0.22K,-3.71%
"Apr 29, 2012",1644.70,"1,663.00","1,670.50","1,629.40",0.26K,-1.16%
"Apr 22, 2012",1664.00,"1,642.40","1,666.90","1,625.10",0.76K,1.33%
"Apr 15, 2012",1642.10,"1,650.80","1,656.80","1,632.00",1.19K,-1.02%
"Apr 08, 2012",1659.10,"1,645.30","1,680.10","1,636.20",2.46K,1.88%
"Apr 01, 2012",1628.50,"1,670.40","1,682.80","1,613.00",5.11K,-2.44%
"Mar 25, 2012",1669.30,"1,665.00","1,692.90","1,644.30",57.37K,0.42%
"Mar 18, 2012",1662.30,"1,661.20","1,668.00","1,633.80",1.66K,0.41%
"Mar 11, 2012",1655.50,"1,708.10","1,708.10","1,637.40",1.07K,-3.24%
